PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41206131","Decoding cell fate: integrated experimental and computational analysis at the single-cell level","Zhou Y, Hou S, Miao X, Zhang G, Li Z, Zhang D, Lin Y, Lin Y.","Bioinformatics. 2025 Nov 1;41(11):btaf603. doi: 10.1093/bioinformatics/btaf603.","Zhou Y","Bioinformatics","2025","2025/11/08","PMC12646649","","10.1093/bioinformatics/btaf603"
"41206113","Artificial intelligence in bioinformatics: a survey","Jiang J, Li Y, Cao S, Shan Y, Liu Y, Fei T, Yu Y, Feng Y, Li Y, Li Y, Yuan J.","Brief Bioinform. 2025 Nov 1;26(6):bbaf576. doi: 10.1093/bib/bbaf576.","Jiang J","Brief Bioinform","2025","2025/11/08","PMC12596291","","10.1093/bib/bbaf576"
"41205526","Decoding herbal medicine: AI-powered omics and network pharmacology","Wu P, Chen L, Xu YX, Ren YY, Dong XM, Fan JX, Xie T, Zhou JL, Liu ZQ.","Phytomedicine. 2025 Nov 25;148:157453. doi: 10.1016/j.phymed.2025.157453. Epub 2025 Oct 24.","Wu P","Phytomedicine","2025","2025/11/08","","","10.1016/j.phymed.2025.157453"
"41205455","Delineation of organs at risk in radiotherapy and perspectives","Eber J, Bockel S, Antoni D, Khamphan C, Noël G, Le Fèvre C.","Cancer Radiother. 2025 Nov-Dec;29(7-8):104758. doi: 10.1016/j.canrad.2025.104758. Epub 2025 Nov 7.","Eber J","Cancer Radiother","2025","2025/11/08","","","10.1016/j.canrad.2025.104758"
"41204493","Identification of cross-diagnostic biomarkers in ankylosing spondylitis and sarcopenia by bioinformatics and machine learning","Ka Y, Liu Y, Li L, Jiang H, Lv W, Wang L, He X.","Medicine (Baltimore). 2025 Nov 7;104(45):e45916. doi: 10.1097/MD.0000000000045916.","Ka Y","Medicine (Baltimore)","2025","2025/11/08","PMC12599725","","10.1097/MD.0000000000045916"
"41204136","Glycemic variability and postoperative mortality following cardiac surgery: evidence from a real-world ICU cohort","Yao F, Yang F, Chen X, Liu L, He Z.","BMC Cardiovasc Disord. 2025 Nov 7;25(1):787. doi: 10.1186/s12872-025-05259-6.","Yao F","BMC Cardiovasc Disord","2025","2025/11/07","PMC12595729","","10.1186/s12872-025-05259-6"
"41203247","Integrative Multi-Omics and Artificial Intelligence: A New Paradigm for Systems Biology","Kant S, Deepika, Roy S.","OMICS. 2025 Dec;29(12):576-587. doi: 10.1177/15578100251392371. Epub 2025 Nov 7.","Kant S","OMICS","2025","2025/11/07","","","10.1177/15578100251392371"
"41202819","A novel paradigm for single-cell annotation in stem cell research","Atkeson T, Wilson SB, Ruiz-Morales ER, Little MH, Vento-Tormo R, Neavin D, Powell JE.","Stem Cell Reports. 2025 Dec 9;20(12):102707. doi: 10.1016/j.stemcr.2025.102707. Epub 2025 Nov 6.","Atkeson T","Stem Cell Reports","2025","2025/11/07","PMC12744853","","10.1016/j.stemcr.2025.102707"
"41200908","Reimagining External Quality Assessment for precision medicine: a perspective from biochemistry laboratories","Chigaro S, Mvere M.","Clin Chem Lab Med. 2025 Nov 10;64(4):792-796. doi: 10.1515/cclm-2025-1240. Print 2026 Mar 26.","Chigaro S","Clin Chem Lab Med","2025","2025/11/07","","","10.1515/cclm-2025-1240"
"41198831","Genomics of drug target prioritization for complex diseases","Chen R, Duffy Á, Do R.","Nat Rev Genet. 2026 Mar;27(3):231-245. doi: 10.1038/s41576-025-00904-4. Epub 2025 Nov 6.","Chen R","Nat Rev Genet","2026","2025/11/06","PMC12816132","NIHMS2137061","10.1038/s41576-025-00904-4"
"41198207","Comparing the accuracy of AI-assisted data extraction versus human double extraction in evidence synthesis: a randomised controlled trial protocol","Peng Z, Fan S, Tian Y, Wang Y, Qin Z, Doi S, Xu C.","BMJ Open. 2025 Nov 5;15(11):e106546. doi: 10.1136/bmjopen-2025-106546.","Peng Z","BMJ Open","2025","2025/11/06","PMC12593456","","10.1136/bmjopen-2025-106546"
"41197609","From variants to mechanisms: Neurogenomics in the post-GWAS era","Margolis MP, Tang M, Gagliardi M, Wen C, Wu Y, Wray NR, Ziller MJ, Gandal MJ.","Neuron. 2025 Nov 5;113(21):3509-3529. doi: 10.1016/j.neuron.2025.10.014.","Margolis MP","Neuron","2025","2025/11/06","PMC12626417","NIHMS2120388","10.1016/j.neuron.2025.10.014"
"41196263","Use of Large Language Models on Radiology Reports: A Scoping Review","Lee RC, Hadidchi R, Coard MC, Rubinov Y, Alamuri T, Liaw A, Chandrupatla R, Duong TQ.","J Am Coll Radiol. 2026 Mar;23(3):437-454. doi: 10.1016/j.jacr.2025.10.005. Epub 2025 Nov 6.","Lee RC","J Am Coll Radiol","2026","2025/11/06","","","10.1016/j.jacr.2025.10.005"
"41193778","Beyond single biomarkers: multi-omics strategies to predict immunotherapy outcomes in blood cancers","Pirouzbakht M, Hamzeh S, Soleimani Samarkhazan H.","Clin Exp Med. 2025 Nov 6;25(1):355. doi: 10.1007/s10238-025-01902-w.","Pirouzbakht M","Clin Exp Med","2025","2025/11/05","PMC12589271","","10.1007/s10238-025-01902-w"
"41192043","Microbiome based precision medicine through integrated multiomics and machine learning","Kumar A, Xu C, Dakal TC.","Microbiol Res. 2026 Feb;303:128384. doi: 10.1016/j.micres.2025.128384. Epub 2025 Nov 3.","Kumar A","Microbiol Res","2026","2025/11/05","","","10.1016/j.micres.2025.128384"
"41190074","Harnessing big data for precision medicine: radiomics based application of nanomaterials in MRI enhancement and multimodal therapy of hepatocellular carcinoma","Shen H, Ran D, Zhu J, Tao A, Zheng K, Zhu Q, Wang H.","Front Immunol. 2025 Oct 20;16:1659180. doi: 10.3389/fimmu.2025.1659180. eCollection 2025.","Shen H","Front Immunol","2025","2025/11/05","PMC12580344","","10.3389/fimmu.2025.1659180"
"41189967","Exploring the ethical issues posed by AI and big data technologies in drug development","Fan Y, Wu Y, Wang Z.","Front Public Health. 2025 Oct 20;13:1585180. doi: 10.3389/fpubh.2025.1585180. eCollection 2025.","Fan Y","Front Public Health","2025","2025/11/05","PMC12581208","","10.3389/fpubh.2025.1585180"
"41188160","Artificial intelligence-guided quantitative coronary CT angiography (AI-QCT) automated detection and occlusion length estimation of chronic total occlusions","Carvalho PEP, Jalli S, Ser OS, Cheng V, Cavalcante JL, Lesser J, Mutlu D, Strepkos D, Alexandrou M, Kladou E, Azzalini L, Mastrodemos O, Rangan BV, Burke N, Brilakis ES, Sandoval Y.","J Cardiovasc Comput Tomogr. 2025 Nov-Dec;19(6):677-683. doi: 10.1016/j.jcct.2025.10.010. Epub 2025 Nov 3.","Carvalho PEP","J Cardiovasc Comput Tomogr","2025","2025/11/04","","","10.1016/j.jcct.2025.10.010"
"41186470","The Current Status of AI-accelerated MRI Techniques in Clinical Use","Haller S, Hedderich D, Federau C, Weisstanner C, Edjlali M, Cauter SV, Zaharchuk G.","Radiology. 2025 Nov;317(2):e243819. doi: 10.1148/radiol.243819.","Haller S","Radiology","2025","2025/11/04","","","10.1148/radiol.243819"
"41185034","Discovery of urinary biomarkers of kiwifruit intake in a randomized intervention study","Xiao Z, Shang W, Li P, Wang N, Li T, Liu Y, Chen Y, Wang Y, Ma H, Wang X, Han H, Zong G.","Nutr J. 2025 Nov 3;24(1):168. doi: 10.1186/s12937-025-01230-5.","Xiao Z","Nutr J","2025","2025/11/04","PMC12581342","","10.1186/s12937-025-01230-5"
"41184886","From prediction to action: a retrospective observational study on the real-world implementation of Critical Interventions (CrIs), an AI-based clinical decision support system changing clinical behavior in the emergency department","Chang H, Yu JY, Park H, Song YJ, Heo S, Park JE, Lee GT, Lee SU, Kim T, Yoon H, Hwang SY, Cha WC.","BMC Med Inform Decis Mak. 2025 Nov 3;25(1):405. doi: 10.1186/s12911-025-03234-x.","Chang H","BMC Med Inform Decis Mak","2025","2025/11/04","PMC12581481","","10.1186/s12911-025-03234-x"
"41183811","[Opportunities and challenges in the pathological diagnosis of pediatric tumors in the molecular and artificial intelligence era]","Fang Y, He LJ, Chen L.","Zhonghua Bing Li Xue Za Zhi. 2025 Nov 8;54(11):1124-1129. doi: 10.3760/cma.j.cn112151-20250304-00151.","Fang Y","Zhonghua Bing Li Xue Za Zhi","2025","2025/11/03","","","10.3760/cma.j.cn112151-20250304-00151"
"41180200","Artificial intelligence-driven approaches in pituitary neuroendocrine tumors: integrating endocrine-metabolic profiling for enhanced diagnostics and therapeutics","Zheng A, Tang D, He H, Liang X.","Front Endocrinol (Lausanne). 2025 Oct 16;16:1618412. doi: 10.3389/fendo.2025.1618412. eCollection 2025.","Zheng A","Front Endocrinol (Lausanne)","2025","2025/11/03","PMC12571619","","10.3389/fendo.2025.1618412"
"41176790","Deep learning approaches for resolving genomic discrepancies in cancer: a systematic review and clinical perspective","Zubair M, Khan AH, Bilal SF, Li J.","Brief Bioinform. 2025 Nov 1;26(6):bbaf541. doi: 10.1093/bib/bbaf541.","Zubair M","Brief Bioinform","2025","2025/11/02","PMC12579925","","10.1093/bib/bbaf541"
"41176646","Imaging Spatial Chemistry of Life via High-Resolution Analytics","Patil SS, Maurya AK.","Chembiochem. 2025 Dec 11;26(24):e202500608. doi: 10.1002/cbic.202500608. Epub 2025 Nov 2.","Patil SS","Chembiochem","2025","2025/11/02","","","10.1002/cbic.202500608"
"41176580","Decoding the genomic symphony: unravelling brain disorders through data integration and machine learning","Bracher-Smith M, Escott-Price V.","Mol Psychiatry. 2025 Dec;30(12):5914-5925. doi: 10.1038/s41380-025-03330-4. Epub 2025 Nov 1.","Bracher-Smith M","Mol Psychiatry","2025","2025/11/02","PMC12602323","","10.1038/s41380-025-03330-4"
"41174258","Beyond Standard Radiotherapy: an AI-Driven Framework for Personalized Radiotherapy with a Four-Step Classification in Head and Neck Squamous Cell Carcinoma (HNSCC) Patients","Guo Y, Aboagye EO, Gujral DM.","Curr Oncol Rep. 2025 Nov;27(11):1346-1357. doi: 10.1007/s11912-025-01730-x. Epub 2025 Nov 1.","Guo Y","Curr Oncol Rep","2025","2025/11/01","PMC12698768","","10.1007/s11912-025-01730-x"
"41174207","Machine Learning Approaches for Predicting RNA-RNA/DNA Interactions","Fukunaga T.","Methods Mol Biol. 2026;2949:229-237. doi: 10.1007/978-1-0716-4670-0_14.","Fukunaga T","Methods Mol Biol","2026","2025/11/01","","","10.1007/978-1-0716-4670-0_14"
"41173764","Multicenter Study of YOLOv9 for Automated Detection and Classification of Supraspinatus Tendon Tears on MRI","Yang X, Liu Z, Jiang H, Wang C, Xia X, Han T, Zheng R, Li X, Hao D, Cui J, Miao S.","Acad Radiol. 2026 Jan;33(1):157-167. doi: 10.1016/j.acra.2025.10.022. Epub 2025 Oct 30.","Yang X","Acad Radiol","2026","2025/10/31","","","10.1016/j.acra.2025.10.022"
"41173389","Recent advances and applications of single-cell sequencing in insects","Nayyar N, Arya SK, Harrison DA, Palli SR.","Curr Opin Insect Sci. 2026 Feb;73:101455. doi: 10.1016/j.cois.2025.101455. Epub 2025 Oct 29.","Nayyar N","Curr Opin Insect Sci","2026","2025/10/31","","","10.1016/j.cois.2025.101455"
"41172604","Survey on phylogenetic tree construction using machine learning","Buch N, Gambhava B.","Comput Biol Chem. 2026 Feb;120(Pt 2):108751. doi: 10.1016/j.compbiolchem.2025.108751. Epub 2025 Oct 28.","Buch N","Comput Biol Chem","2026","2025/10/31","","","10.1016/j.compbiolchem.2025.108751"
"41171689","Deep Learning-Driven Protein-Ligand Binding Affinity Prediction: Data, Architecture, Training and Evaluation","Li Z, Zhou G, Li H, Mi J, Shi J, Shen J.","IEEE Trans Comput Biol Bioinform. 2025 Nov-Dec;22(6):3419-3437. doi: 10.1109/TCBBIO.2025.3627203.","Li Z","IEEE Trans Comput Biol Bioinform","2025","2025/10/31","","","10.1109/TCBBIO.2025.3627203"
"41171567","Development of New Diagnostic Techniques: Machine Learning","Sun D, He X, Huang L.","Adv Exp Med Biol. 2025;1495:179-191. doi: 10.1007/978-981-95-2411-2_9.","Sun D","Adv Exp Med Biol","2025","2025/10/31","","","10.1007/978-981-95-2411-2_9"
"41170578","Decision Assist During Mechanical Ventilation","Hotz JC, Chang D, Khemani RG, Newth CJL.","Respir Care. 2026 Feb;71(2):226-236. doi: 10.1177/19433654251384240. Epub 2025 Nov 12.","Hotz JC","Respir Care","2026","2025/10/31","","","10.1177/19433654251384240"
"41168799","Artificial intelligence in cancer: applications, challenges, and future perspectives","Cheng CH, Shi SS.","Mol Cancer. 2025 Oct 30;24(1):274. doi: 10.1186/s12943-025-02450-3.","Cheng CH","Mol Cancer","2025","2025/10/31","PMC12574039","","10.1186/s12943-025-02450-3"
"41168642","Comparative Risk for Neuropsychiatric Events in Leukotriene Receptor Antagonist vs. Inhaled Corticosteroid in Children With Asthma: A Nationwide Observational Study With a Complementary Analysis Using Natural Language Processing","Kim S, Han CH, Chang J, Cho J, Jeong K, Kim H, Park M, Kim SY, Kim JD, Sohn MH, Lee S, Park RW, You SC, Kim KW.","Pharmacoepidemiol Drug Saf. 2025 Nov;34(11):e70254. doi: 10.1002/pds.70254.","Kim S","Pharmacoepidemiol Drug Saf","2025","2025/10/31","PMC12575417","","10.1002/pds.70254"
"41167886","Multimodal landscape of atherosclerotic plaques: A spatial omics approach with mass spectrometry imaging","Joshi R, Tang SY, Das US, Boehmler DJ, Mrčela A, Lordan R, Petersson EJ, Weljie AM, FitzGerald GA.","Anal Chim Acta. 2025 Dec 15;1379:344723. doi: 10.1016/j.aca.2025.344723. Epub 2025 Sep 28.","Joshi R","Anal Chim Acta","2025","2025/10/30","","","10.1016/j.aca.2025.344723"
"41167791","[Research advances on the application of artificial intelligence technology in the diagnosis and treatment of sepsis patients]","Zhang YW, Bai YL, Zhang XM, Wen Y, Yang ZY, Lu MY, Xu XL, Liu QQ.","Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi. 2025 Oct 20;41(10):998-1003. doi: 10.3760/cma.j.cn501225-20250708-00292.","Zhang YW","Zhonghua Shao Shang Yu Chuang Mian Xiu Fu Za Zhi","2025","2025/10/30","PMC12580017","","10.3760/cma.j.cn501225-20250708-00292"
"41167383","Using precision medicine methods to identify disease stages for chronic limb-threatening ischemia in participants of the BEST-CLI trial","Zhou CW, Hoch M, Freeman NLB, Menard MT, Farber A, Chung J, Kosorok MR, McGinigle KL.","J Vasc Surg. 2026 Mar;83(3):784-792.e1. doi: 10.1016/j.jvs.2025.10.029. Epub 2025 Oct 28.","Zhou CW","J Vasc Surg","2026","2025/10/30","PMC12927038","NIHMS2136050","10.1016/j.jvs.2025.10.029"
"41167326","Artificial intelligence, machine learning and omic data integration in osteoarthritis","Sharma D.","Osteoarthritis Cartilage. 2026 Mar;34(3):311-320. doi: 10.1016/j.joca.2025.10.012. Epub 2025 Oct 28.","Sharma D","Osteoarthritis Cartilage","2026","2025/10/30","","","10.1016/j.joca.2025.10.012"
"41167228","Artificial Intelligence for Response Assessment in Pediatric Neuro-Oncology (AI-RAPNO), part 2: challenges, opportunities, and recommendations for clinical translation","Kazerooni AF, Familiar AM, Aboian M, Brüningk SC, Vossough A, Linguraru MG, Huang RY, Hargrave D, Peet AC, Resnick AC, Storm PB, Mirsky D, Yeom KW, Weller M, Prados M, Chang SM, Mueller S, Villanueva-Meyer JE, Bakas S, Fangusaro J, Kann BH, Nabavizadeh A; Response Assessment in Pediatric Neuro-Oncology (RAPNO) group.","Lancet Oncol. 2025 Nov;26(11):e607-e618. doi: 10.1016/S1470-2045(25)00489-9.","Kazerooni AF","Lancet Oncol","2025","2025/10/30","","","10.1016/S1470-2045(25)00489-9"
"41167227","Artificial Intelligence for Response Assessment in Pediatric Neuro-Oncology (AI-RAPNO), part 1: review of the current state of the art","Kann BH, Vossough A, Brüningk SC, Familiar AM, Aboian M, Linguraru MG, Yeom KW, Chang SM, Hargrave D, Mirsky D, Storm PB, Huang RY, Resnick AC, Weller M, Mueller S, Prados M, Peet AC, Villanueva-Meyer JE, Bakas S, Fangusaro J, Nabavizadeh A, Kazerooni AF; Response Assessment in Pediatric Neuro-Oncology (RAPNO) group.","Lancet Oncol. 2025 Nov;26(11):e597-e606. doi: 10.1016/S1470-2045(25)00484-X.","Kann BH","Lancet Oncol","2025","2025/10/30","","","10.1016/S1470-2045(25)00484-X"
"41167044","Harnessing multiomics technologies and machine learning for advancing personalized theranostic approaches in atherosclerosis","Ben-Aicha S, Srivastava P, Kararigas G, Devaux Y, Emanueli C, Sopic M.","Pharmacol Rev. 2025 Nov;77(6):100091. doi: 10.1016/j.pharmr.2025.100091. Epub 2025 Sep 29.","Ben-Aicha S","Pharmacol Rev","2025","2025/10/30","","","10.1016/j.pharmr.2025.100091"
"41165609","The cell as a token: high-dimensional geometry in language models and cell embeddings","Gilpin W.","Bioinformatics. 2025 Nov 1;41(11):btaf595. doi: 10.1093/bioinformatics/btaf595.","Gilpin W","Bioinformatics","2025","2025/10/30","PMC12619638","","10.1093/bioinformatics/btaf595"
"41165444","Artificial Intelligence-based Coronary Plaque Quantification Using Coronary CT Angiography: Current Insights and Future Directions","Jukema RA, Blanke P, Khoo JK, Tzimas G, Ahmadi A, Danad I, Knaapen P, Sellers SL, Leipsic JA.","Radiol Cardiothorac Imaging. 2025 Oct;7(5):e240568. doi: 10.1148/ryct.240568.","Jukema RA","Radiol Cardiothorac Imaging","2025","2025/10/30","","","10.1148/ryct.240568"
"41165346","Olfactory GPCRs through the lens of structural bioinformatics","Nicoli A, Bößl F, Di Concilio Moschen A, Ferri F, Rienaecker C, Di Pizio A.","Chem Senses. 2025 Jan 22;50:bjaf038. doi: 10.1093/chemse/bjaf038.","Nicoli A","Chem Senses","2025","2025/10/30","PMC12573245","","10.1093/chemse/bjaf038"
"41164843","From infectious diseases to chronic diseases: the paradigm shift of spatial epidemiology in disease prevention and control","Hu K, Li C, Yang X, Ou S, Zhang X, Xiao D, Yu M.","Front Public Health. 2025 Oct 14;13:1698964. doi: 10.3389/fpubh.2025.1698964. eCollection 2025.","Hu K","Front Public Health","2025","2025/10/30","PMC12558956","","10.3389/fpubh.2025.1698964"
"41162156","AI portal tract detection and characterisation for a regional analysis of steatosis and inflammation in MASLD, MASH and AIH","Windell D, Magness A, Beyer C, Brears HT, Larkin S, Hobson K, Aljabar P, Fleming K, Fryer E, Kendall TJ, Kainth R, Wakefield P, Langford CR, Bedossa P, Goldin R.","J Clin Pathol. 2026 Feb 19;79(3):169-178. doi: 10.1136/jcp-2025-210311.","Windell D","J Clin Pathol","2026","2025/10/29","","","10.1136/jcp-2025-210311"
"41161984","Machine Learning and Artificial Intelligence-Based Clinical Decision Support for Modern Hematology","Zhang C, Lam BD, Lucas F, Foy BH.","Clin Lab Med. 2025 Dec;45(4):691-705. doi: 10.1016/j.cll.2025.07.011. Epub 2025 Aug 18.","Zhang C","Clin Lab Med","2025","2025/10/29","","","10.1016/j.cll.2025.07.011"
"41161917","Artificial Intelligence in Valvular Heart Disease: Innovations and Future Directions","Maznyczka A, Nuis RJ, Shiri I, Ternacle J, Garot P, van den Dorpel MMP, Khokhar AA, De Lucia R, Orini M, Kutty S, Grapsa J, Gräni C, Pandey A, Becker T, O'Gallagher K, Mortier P, Dasi LP, Kofoed KF, Engelhardt S, Biaggi P, Ahmad FS, Wang DD, Leroux L, Modine T, Windecker S, Hahn RT, Van Mieghem NM, De Backer O.","JACC Cardiovasc Interv. 2025 Oct 27;18(20):2439-2457. doi: 10.1016/j.jcin.2025.08.031.","Maznyczka A","JACC Cardiovasc Interv","2025","2025/10/29","","","10.1016/j.jcin.2025.08.031"
